,Ticker,pct change,Industry,Sector,FullTimeEmployees
259,MLAB,9.170008019246193,Technology,Scientific & Technical Instruments,460
260,VBTX,9.165808444902158,Financial Services,Banks-Regional,676
261,SANM,8.820093457943933,Technology,Electronic Components,30000
262,PPBI,8.742331288343562,Financial Services,Banks-Regional,989
263,DIN,8.680555555555557,Consumer Cyclical,Restaurants,558
264,IPAR,8.595791500481365,Consumer Defensive,Household & Personal Products,402
265,FDP,8.576329331046303,Consumer Defensive,Farm Products,38000
266,NX,8.372365339578442,Industrials,Building Products & Equipment,3767
267,MNRO,8.363171355498729,Consumer Cyclical,Auto Parts,8184
268,HAYN,8.328675237562894,Industrials,Metal Fabrication,1037
269,DRH,8.303249097472923,Real Estate,REIT-Hotel & Motel,31
270,PRK,8.165657354952138,Financial Services,Banks-Regional,1907
271,GPRE,7.9066753078418595,Basic Materials,Specialty Chemicals,820
272,FBNC,7.867702330243032,Financial Services,Banks-Regional,1065
273,SFNC,7.652108995893993,Financial Services,Banks-Regional,2904
274,SMP,7.628711010898163,Consumer Cyclical,Auto Parts,4200
275,CORT,7.6033057851239665,Healthcare,Biotechnology,206
276,WABC,7.540209532241404,Financial Services,Banks-Regional,737
277,MXL,7.540056550424118,Technology,Semiconductors,697
278,BKU,7.521881838074399,Financial Services,Banks-Regional,1493
279,HSTM,7.499999999999997,Healthcare,Health Information Services,849
280,HSC,7.431551499348113,Industrials,Specialty Industrial Machinery,10500
281,USPH,7.398338434630515,Healthcare,Medical Care Facilities,3200
282,VTOL,7.374631268436578,Energy,Oil & Gas Equipment & Services,0
283,CMO,6.944444444444442,Real Estate,REIT-Mortgage,14
284,SITC,6.776034236804559,Real Estate,REIT-Retail,361
285,SSTK,6.6930970149253834,Communication Services,Internet Content & Information,1116
286,MYRG,6.505062902730913,Industrials,Engineering & Construction,7100
287,AAT,6.448801742919392,Real Estate,REIT-Diversified,199
288,JRVR,6.406212084445524,Financial Services,Insurance-Specialty,800
289,WDFC,6.38199237663541,Basic Materials,Specialty Chemicals,522
290,FCF,6.271536871123365,Financial Services,Banks-Regional,1399
291,CFFN,6.263656227239629,Financial Services,Banks-Regional,668
292,MTRX,6.249999999999999,Energy,Oil & Gas Equipment & Services,2900
293,WIRE,6.097560975609756,Industrials,Electrical Equipment & Parts,1380
294,PLUS,6.014948392454629,Technology,Software-Application,1497
295,SXI,6.011342155009447,Industrials,Specialty Industrial Machinery,3800
296,AROC,5.976095617529877,Energy,Oil & Gas Equipment & Services,1700
297,DLX,5.909455128205134,Communication Services,Advertising Agencies,6388
298,LZB,5.908513341804318,Consumer Cyclical,"Furnishings, Fixtures & Appliances",9500
299,ADC,5.899957246686619,Real Estate,REIT-Retail,41
300,GCO,5.717863105175296,Consumer Cyclical,Apparel Retail,5650
301,RPAI,5.671641791044775,Real Estate,REIT-Retail,215
302,SBH,5.643835616438363,Consumer Cyclical,Specialty Retail,30000
303,DCOM,5.600765916706566,Financial Services,Banks-Regional,421
304,CPK,5.488886569967656,Utilities,Utilities-Regulated Gas,955
305,CTS,5.464845051649451,Technology,Electronic Components,3570
306,WNC,5.105513955071477,Industrials,Farm & Heavy Construction Machinery,6900
307,CRS,5.062274005624754,Industrials,Metal Fabrication,4600
308,HTLD,4.940617577197146,Industrials,Trucking,4050
309,IBTX,4.834054834054833,Financial Services,Banks-Regional,1469
310,B,4.648160103292451,Industrials,Specialty Industrial Machinery,5749
311,STBA,4.641350210970458,Financial Services,Banks-Regional,1201
