,Ticker,Industry_x,Sector_x,pct change,Industry_y,Sector_y,Full Time Emp
571,FWRD,Industrials,Integrated Freight & Logistics,16.325947105075056,Industrials,Integrated Freight & Logistics,4640
572,CUB,Industrials,Aerospace & Defense,-1.1011483404121374,Industrials,Aerospace & Defense,6100
573,PFS,Financial Services,Banks-Regional,-0.24340770791075975,Financial Services,Banks-Regional,968
574,JJSF,Consumer Defensive,Packaged Foods,16.237043468822932,Consumer Defensive,Packaged Foods,4100
575,KREF,Real Estate,REIT-Mortgage,-0.9794319294808975,Real Estate,REIT-Mortgage,0
576,HUBG,Industrials,Integrated Freight & Logistics,13.218951062585301,Industrials,Integrated Freight & Logistics,5000
577,DORM,Consumer Cyclical,Auto Parts,-13.510301109350243,Consumer Cyclical,Auto Parts,2732
578,GLUU,Communication Services,Electronic Gaming & Multimedia,-60.991735537190095,Communication Services,Electronic Gaming & Multimedia,715
579,SFNC,Financial Services,Banks-Regional,7.652108995893993,Financial Services,Banks-Regional,2904
580,ALGT,Industrials,Airlines,25.304527694782802,Industrials,Airlines,4275
581,APOG,Industrials,Building Products & Equipment,-4.830769230769231,Industrials,Building Products & Equipment,7200
582,DRH,Real Estate,REIT-Hotel & Motel,8.303249097472923,Real Estate,REIT-Hotel & Motel,31
583,ANGO,Healthcare,Medical Instruments & Supplies,-31.792629606495936,Healthcare,Medical Instruments & Supplies,800
584,KELYA,Industrials,Staffing & Employment Services,0.7971656333038075,Industrials,Staffing & Employment Services,7700
585,EPRT,Real Estate,REIT-Diversified,35.91293833131801,Real Estate,REIT-Diversified,27
586,NXGN,Healthcare,Health Information Services,-10.018668326073426,Healthcare,Health Information Services,2754
587,EPAY,Technology,Software-Infrastructure,3.6380597014925424,Technology,Software-Infrastructure,2000
588,CBU,Financial Services,Banks-Regional,15.49196504087961,Financial Services,Banks-Regional,2752
589,NTGR,Technology,Communication Equipment,-61.60750713994286,Technology,Communication Equipment,803
590,GPI,Consumer Cyclical,Auto & Truck Dealerships,38.97,Consumer Cyclical,Auto & Truck Dealerships,15296
591,CHS,Consumer Cyclical,Apparel Retail,-52.230971128608914,Consumer Cyclical,Apparel Retail,4788
592,DEA,Real Estate,REIT-Office,24.31521281078803,Real Estate,REIT-Office,37
593,CHCO,Financial Services,Banks-Regional,12.532031726662593,Financial Services,Banks-Regional,921
594,CVET,Healthcare,Health Information Services,-141.2878787878788,Healthcare,Health Information Services,5100
595,PLMR,Financial Services,Insurance-Property & Casualty,54.05030699148347,Financial Services,Insurance-Property & Casualty,77
596,KTB,Consumer Cyclical,Apparel Manufacturing,33.26982614908312,Consumer Cyclical,Apparel Manufacturing,15100
597,PNTG,Healthcare,Medical Care Facilities,29.18052615663743,Healthcare,Medical Care Facilities,4700
